x_id,estimated_dollar_loss,possible_cause_detail,tfs_alarm_time,possible_cause,month,day_of_week
2358211,50000,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2018-02-12T13:49:08,Design/Construction/Maintenance deficiency,February,Monday
2358212,10000,52 - Electrical Failure,2018-02-12T15:46:33,Mechanical/Electrical Failure,February,Monday
2358213,275000,44 - Unattended,2018-02-12T16:48:20,Misuse of ignition source/material ignited,February,Monday
2358219,100000,46 - Used or Placed too close to combustibles,2018-02-22T18:37:36,Misuse of ignition source/material ignited,February,Thursday
2358222,1000,46 - Used or Placed too close to combustibles,2018-03-05T07:41:27,Misuse of ignition source/material ignited,March,Monday
2358224,7000,45 - Improperly Discarded,2018-03-05T10:21:31,Misuse of ignition source/material ignited,March,Monday
2358225,250,45 - Improperly Discarded,2018-03-05T12:03:03,Misuse of ignition source/material ignited,March,Monday
2358226,2500,01 - Suspected Arson,2018-03-05T14:38:32,Intentional,March,Monday
2358228,20000,52 - Electrical Failure,2018-03-05T15:11:22,Mechanical/Electrical Failure,March,Monday
2358230,30,47 - Improper handling of ignition source or ignited material,2018-03-05T20:19:27,Misuse of ignition source/material ignited,March,Monday
2358232,5000,52 - Electrical Failure,2018-03-10T01:21:44,Mechanical/Electrical Failure,March,Saturday
2358234,3000,46 - Used or Placed too close to combustibles,2018-03-10T13:43:49,Misuse of ignition source/material ignited,March,Saturday
2358236,45000,52 - Electrical Failure,2018-03-10T17:02:25,Mechanical/Electrical Failure,March,Saturday
2358237,3500,52 - Electrical Failure,2018-03-10T19:36:11,Mechanical/Electrical Failure,March,Saturday
2358239,20000,01 - Suspected Arson,2018-03-10T21:34:56,Intentional,March,Saturday
2358240,1000,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2018-03-11T09:24:41,Design/Construction/Maintenance deficiency,March,Sunday
2358241,0,03 - Suspected Vandalism,2018-03-11T18:35:02,Intentional,March,Sunday
2358248,250000,52 - Electrical Failure,2018-04-04T12:31:25,Mechanical/Electrical Failure,April,Wednesday
2358249,1000,50 - Other misuse of ignition source/material ignited,2018-04-04T14:48:57,Misuse of ignition source/material ignitedl,April,Wednesday
2358252,500,45 - Improperly Discarded,2018-04-04T20:18:35,Misuse of ignition source/material ignited,April,Wednesday
2358256,1000,20 - Design/Construction/Installation/Maintenance Deficiency,2018-04-07T23:22:04,Design/Construction/Maintenance deficiency,April,Saturday
2358257,10000,01 - Suspected Arson,2018-04-08T01:04:33,Intentional,April,Sunday
2358259,50,01 - Suspected Arson,2018-04-08T02:56:01,Intentional,April,Sunday
2358265,1000,04 - Suspected Youth Vandalism (Ages 12 to 17),2018-04-08T22:47:31,Intentional,April,Sunday
2358266,3000,52 - Electrical Failure,2018-04-09T00:40:11,Mechanical/Electrical Failure,April,Monday
2358272,0,01 - Suspected Arson,2018-04-13T04:43:32,Intentional,April,Friday
2358276,500,52 - Electrical Failure,2018-04-13T14:31:53,Mechanical/Electrical Failure,April,Friday
2358277,10,45 - Improperly Discarded,2018-04-13T19:16:34,Misuse of ignition source/material ignited,April,Friday
2358278,300000,52 - Electrical Failure,2018-04-14T00:55:15,Mechanical/Electrical Failure,April,Saturday
2358279,2000,47 - Improper handling of ignition source or ignited material,2018-04-14T01:48:34,Misuse of ignition source/material ignited,April,Saturday
2358280,0,47 - Improper handling of ignition source or ignited material,2018-04-14T03:36:24,Misuse of ignition source/material ignited,April,Saturday
2358282,5000,52 - Electrical Failure,2018-04-20T06:17:31,Mechanical/Electrical Failure,April,Friday
2358283,50000,45 - Improperly Discarded,2018-04-21T10:13:42,Misuse of ignition source/material ignited,April,Saturday
2358284,500,44 - Unattended,2018-04-21T14:58:18,Misuse of ignition source/material ignited,April,Saturday
2358285,45000,52 - Electrical Failure,2018-04-20T01:30:24,Mechanical/Electrical Failure,April,Friday
2358286,25000,52 - Electrical Failure,2018-04-20T10:58:56,Mechanical/Electrical Failure,April,Friday
2358296,5000,44 - Unattended,2018-04-20T22:45:26,Misuse of ignition source/material ignited,April,Friday
2358297,75000,04 - Suspected Youth Vandalism (Ages 12 to 17),2018-04-24T11:01:12,Intentional,April,Tuesday
2358298,2000,51 - Mechanical Failure,2018-04-24T12:59:20,Mechanical/Electrical Failure,April,Tuesday
2358300,0,52 - Electrical Failure,2018-04-24T13:03:13,Mechanical/Electrical Failure,April,Tuesday
2358305,5000,01 - Suspected Arson,2018-04-24T18:59:35,Intentional,April,Tuesday
2358306,2000,51 - Mechanical Failure,2018-04-24T22:27:32,Mechanical/Electrical Failure,April,Tuesday
2358311,20000,52 - Electrical Failure,2018-04-27T20:55:30,Mechanical/Electrical Failure,April,Friday
2358313,40000,44 - Unattended,2018-04-28T08:39:20,Misuse of ignition source/material ignited,April,Saturday
2358316,0,45 - Improperly Discarded,2018-04-29T01:57:51,Misuse of ignition source/material ignited,April,Sunday
2358319,750000,01 - Suspected Arson,2018-04-29T03:34:02,Intentional,April,Sunday
2358324,500,44 - Unattended,2018-05-01T12:28:39,Misuse of ignition source/material ignited,May,Tuesday
2358329,90000,47 - Improper handling of ignition source or ignited material,2018-05-01T17:40:42,Misuse of ignition source/material ignited,May,Tuesday
2358330,200,47 - Improper handling of ignition source or ignited material,2018-05-01T17:52:41,Misuse of ignition source/material ignited,May,Tuesday
2358331,500,44 - Unattended,2018-05-01T21:08:11,Misuse of ignition source/material ignited,May,Tuesday
2358333,50000,52 - Electrical Failure,2018-05-01T21:19:31,Mechanical/Electrical Failure,May,Tuesday
2358339,0,52 - Electrical Failure,2018-05-03T03:47:57,Mechanical/Electrical Failure,May,Thursday
2358341,1000,03 - Suspected Vandalism,2018-05-03T09:46:08,Intentional,May,Thursday
2358342,100,45 - Improperly Discarded,2018-05-03T10:44:47,Misuse of ignition source/material ignited,May,Thursday
2358343,5000,52 - Electrical Failure,2018-05-03T14:15:46,Mechanical/Electrical Failure,May,Thursday
2358344,1000,47 - Improper handling of ignition source or ignited material,2018-05-03T18:07:26,Misuse of ignition source/material ignited,May,Thursday
2358347,45000,52 - Electrical Failure,2018-05-04T17:40:11,Mechanical/Electrical Failure,May,Friday
2358349,0,47 - Improper handling of ignition source or ignited material,2018-05-11T06:59:39,Misuse of ignition source/material ignited,May,Friday
2358350,10000,52 - Electrical Failure,2018-05-11T07:06:07,Mechanical/Electrical Failure,May,Friday
2358357,250000,52 - Electrical Failure,2018-05-12T16:52:48,Mechanical/Electrical Failure,May,Saturday
2358359,0,04 - Suspected Youth Vandalism (Ages 12 to 17),2018-05-11T10:35:14,Intentional,May,Friday
2358360,6000,50 - Other misuse of ignition source/material ignited,2018-05-11T10:40:53,Misuse of ignition source/material ignitedl,May,Friday
2358362,1000,01 - Suspected Arson,2018-05-11T12:32:47,Intentional,May,Friday
2358363,0,03 - Suspected Vandalism,2018-05-13T15:45:29,Intentional,May,Sunday
2358364,2500,45 - Improperly Discarded,2018-05-13T18:44:52,Misuse of ignition source/material ignited,May,Sunday
2358367,10,01 - Suspected Arson,2018-05-13T21:23:21,Intentional,May,Sunday
2358373,500,01 - Suspected Arson,2018-05-14T15:53:33,Intentional,May,Monday
2358375,10000,45 - Improperly Discarded,2018-05-14T19:25:08,Misuse of ignition source/material ignited,May,Monday
2358377,0,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2018-05-17T20:45:48,Design/Construction/Maintenance deficiency,May,Thursday
2358378,18000,52 - Electrical Failure,2018-05-17T21:52:05,Mechanical/Electrical Failure,May,Thursday
2358380,0,01 - Suspected Arson,2018-05-18T01:08:18,Intentional,May,Friday
2358382,0,45 - Improperly Discarded,2018-05-18T14:04:16,Misuse of ignition source/material ignited,May,Friday
2358386,1500,50 - Other misuse of ignition source/material ignited,2018-05-18T13:09:17,Misuse of ignition source/material ignitedl,May,Friday
2358393,1000,52 - Electrical Failure,2018-05-18T16:48:13,Mechanical/Electrical Failure,May,Friday
2358395,1000,20 - Design/Construction/Installation/Maintenance Deficiency,2018-05-20T15:57:58,Design/Construction/Maintenance deficiency,May,Sunday
2358406,500,03 - Suspected Vandalism,2018-05-21T03:11:41,Intentional,May,Monday
2358407,0,01 - Suspected Arson,2018-05-21T06:51:33,Intentional,May,Monday
2358408,500,44 - Unattended,2018-05-21T07:04:09,Misuse of ignition source/material ignited,May,Monday
2358409,100,01 - Suspected Arson,2018-05-21T09:28:39,Intentional,May,Monday
2358415,10000,51 - Mechanical Failure,2018-05-23T19:21:35,Mechanical/Electrical Failure,May,Wednesday
2358419,0,50 - Other misuse of ignition source/material ignited,2018-05-23T20:07:17,Misuse of ignition source/material ignitedl,May,Wednesday
2358420,0,45 - Improperly Discarded,2018-05-23T20:50:12,Misuse of ignition source/material ignited,May,Wednesday
2358428,10000,50 - Other misuse of ignition source/material ignited,2018-05-27T15:05:00,Misuse of ignition source/material ignitedl,May,Sunday
2358430,5000,47 - Improper handling of ignition source or ignited material,2018-05-27T19:15:58,Misuse of ignition source/material ignited,May,Sunday
2358433,30000,44 - Unattended,2018-05-28T17:00:26,Misuse of ignition source/material ignited,May,Monday
2358434,3000,51 - Mechanical Failure,2018-05-28T18:08:20,Mechanical/Electrical Failure,May,Monday
2358435,300,01 - Suspected Arson,2018-05-31T04:46:46,Intentional,May,Thursday
2358437,500,52 - Electrical Failure,2018-05-31T11:40:12,Mechanical/Electrical Failure,May,Thursday
2358446,4000,51 - Mechanical Failure,2018-06-01T09:40:58,Mechanical/Electrical Failure,June,Friday
2358449,10000,52 - Electrical Failure,2018-06-05T01:47:24,Mechanical/Electrical Failure,June,Tuesday
2358451,0,01 - Suspected Arson,2018-06-03T21:43:54,Intentional,June,Sunday
2358458,5000,52 - Electrical Failure,2018-06-05T18:06:57,Mechanical/Electrical Failure,June,Tuesday
2358460,500,45 - Improperly Discarded,2018-06-06T09:51:19,Misuse of ignition source/material ignited,June,Wednesday
2358463,0,,2018-06-05T19:58:23,NA,June,Tuesday
2358466,10000,52 - Electrical Failure,2018-06-07T16:43:46,Mechanical/Electrical Failure,June,Thursday
2358468,0,50 - Other misuse of ignition source/material ignited,2018-06-07T19:27:07,Misuse of ignition source/material ignitedl,June,Thursday
2358469,500,52 - Electrical Failure,2018-06-07T19:36:01,Mechanical/Electrical Failure,June,Thursday
2358470,50,11 - Children Playing (Ages 11 and under),2018-06-07T20:13:33,Unintentional,June,Thursday
2358473,50000,20 - Design/Construction/Installation/Maintenance Deficiency,2018-06-08T00:14:13,Design/Construction/Maintenance deficiency,June,Friday
2358474,30000,47 - Improper handling of ignition source or ignited material,2018-06-08T07:39:36,Misuse of ignition source/material ignited,June,Friday
2358480,500,52 - Electrical Failure,2018-06-09T21:45:17,Mechanical/Electrical Failure,June,Saturday
2358483,100000,46 - Used or Placed too close to combustibles,2018-06-11T15:48:13,Misuse of ignition source/material ignited,June,Monday
2358485,4000,45 - Improperly Discarded,2018-06-11T18:58:04,Misuse of ignition source/material ignited,June,Monday
2358487,500,44 - Unattended,2018-06-11T21:41:01,Misuse of ignition source/material ignited,June,Monday
2358488,100,03 - Suspected Vandalism,2018-06-12T00:28:57,Intentional,June,Tuesday
2358489,20000,01 - Suspected Arson,2018-06-12T03:32:25,Intentional,June,Tuesday
2358490,10000,52 - Electrical Failure,2018-06-12T07:52:16,Mechanical/Electrical Failure,June,Tuesday
2358493,100000,01 - Suspected Arson,2018-06-13T13:26:26,Intentional,June,Wednesday
2358495,5000,52 - Electrical Failure,2018-06-15T22:49:10,Mechanical/Electrical Failure,June,Friday
2358497,25,45 - Improperly Discarded,2018-06-14T14:38:51,Misuse of ignition source/material ignited,June,Thursday
2358508,5000,52 - Electrical Failure,2018-06-15T20:11:53,Mechanical/Electrical Failure,June,Friday
2358512,0,46 - Used or Placed too close to combustibles,2018-06-18T10:25:57,Misuse of ignition source/material ignited,June,Monday
2358515,500,52 - Electrical Failure,2018-06-18T16:21:38,Mechanical/Electrical Failure,June,Monday
2358516,60000,50 - Other misuse of ignition source/material ignited,2018-06-18T19:08:02,Misuse of ignition source/material ignitedl,June,Monday
2358517,7500,52 - Electrical Failure,2018-06-18T22:02:14,Mechanical/Electrical Failure,June,Monday
2358519,3000,45 - Improperly Discarded,2018-06-18T22:53:57,Misuse of ignition source/material ignited,June,Monday
2358520,500,52 - Electrical Failure,2018-06-18T23:22:21,Mechanical/Electrical Failure,June,Monday
2358523,7000,44 - Unattended,2018-06-21T10:13:22,Misuse of ignition source/material ignited,June,Thursday
2358526,25000,52 - Electrical Failure,2018-06-21T12:49:33,Mechanical/Electrical Failure,June,Thursday
2358527,2000,44 - Unattended,2018-06-21T15:43:14,Misuse of ignition source/material ignited,June,Thursday
2358528,20000,47 - Improper handling of ignition source or ignited material,2018-06-21T15:57:59,Misuse of ignition source/material ignited,June,Thursday
2358537,0,44 - Unattended,2018-06-24T11:07:23,Misuse of ignition source/material ignited,June,Sunday
2358539,0,45 - Improperly Discarded,2018-06-24T16:09:59,Misuse of ignition source/material ignited,June,Sunday
2358543,40000,01 - Suspected Arson,2018-06-25T04:54:01,Intentional,June,Monday
2358546,50,04 - Suspected Youth Vandalism (Ages 12 to 17),2018-06-25T14:49:13,Intentional,June,Monday
2358549,0,44 - Unattended,2018-07-01T11:26:12,Misuse of ignition source/material ignited,July,Sunday
2358556,200,20 - Design/Construction/Installation/Maintenance Deficiency,2018-07-01T18:22:53,Design/Construction/Maintenance deficiency,July,Sunday
2358557,100,47 - Improper handling of ignition source or ignited material,2018-07-01T21:26:56,Misuse of ignition source/material ignited,July,Sunday
2358562,3000,45 - Improperly Discarded,2018-07-02T00:22:16,Misuse of ignition source/material ignited,July,Monday
2358564,100,45 - Improperly Discarded,2018-07-04T17:21:04,Misuse of ignition source/material ignited,July,Wednesday
2358565,1000,01 - Suspected Arson,2018-07-05T00:35:09,Intentional,July,Thursday
2358566,25000,51 - Mechanical Failure,2018-07-05T11:25:38,Mechanical/Electrical Failure,July,Thursday
2358570,65000,52 - Electrical Failure,2018-07-04T23:20:32,Mechanical/Electrical Failure,July,Wednesday
2358573,100,01 - Suspected Arson,2018-07-05T04:18:43,Intentional,July,Thursday
2358575,2000,44 - Unattended,2018-07-05T16:26:05,Misuse of ignition source/material ignited,July,Thursday
2358578,6000,52 - Electrical Failure,2018-07-08T13:05:52,Mechanical/Electrical Failure,July,Sunday
2358587,200,20 - Design/Construction/Installation/Maintenance Deficiency,2018-07-07T23:36:59,Design/Construction/Maintenance deficiency,July,Saturday
2358591,125000,01 - Suspected Arson,2018-07-08T04:08:50,Intentional,July,Sunday
2358596,500,03 - Suspected Vandalism,2018-07-10T04:09:02,Intentional,July,Tuesday
2358609,1000,45 - Improperly Discarded,2018-07-10T16:18:12,Misuse of ignition source/material ignited,July,Tuesday
2358610,0,73 - Natural Cause,2018-07-10T16:38:35,Other,July,Tuesday
2358614,8000,44 - Unattended,2018-07-12T12:29:11,Misuse of ignition source/material ignited,July,Thursday
